4.507069566038553465e-01,4.917509068361550217e-01,5.281162963863627047e-01,5.602645809443760339e-01,5.885751205381466455e-01,6.134279758655515336e-01,6.352025467684887516e-01,6.541718103094178449e-01,6.706766823562146929e-01,6.849239122640090605e-01,6.971847785492818472e-01,7.076454002277879907e-01,7.164797314706566889e-01,7.238968114507523532e-01,7.299968356101902422e-01
5.570121208916740674e-01,6.041408191684687345e-01,6.450272249652518886e-01,6.803435613031694196e-01,7.106991903169089797e-01,7.366309542009392697e-01,7.586612342603246129e-01,7.772241532590423718e-01,7.926991151285245341e-01,8.054931378275778098e-01,8.158699946118280755e-01,8.241083772281433406e-01,8.304541837912073898e-01,8.351492762890712074e-01,8.383533888365979347e-01
6.467164273485686010e-01,6.980394385541627278e-01,7.417811537011612666e-01,7.787991836769611043e-01,8.099613936509969525e-01,8.359164352315122670e-01,8.573583818552030777e-01,8.748242772084241503e-01,8.887999779696023062e-01,8.997313214410995741e-01,9.080170805801568434e-01,9.139609761714400094e-01,9.178540206704627336e-01,9.199487074660540609e-01,9.204651555225240589e-01
7.251152074789807278e-01,7.794433581612668638e-01,8.250295591381618943e-01,8.629312460770853788e-01,8.941768188929836159e-01,9.195978716068977654e-01,9.400256657217841427e-01,9.560790810785515514e-01,9.683420869945893461e-01,9.773222005162907067e-01,9.834585790366993097e-01,9.871286591878304373e-01,9.886589393367252177e-01,9.883289754100187396e-01,9.863822471189863661e-01
7.951154433625913232e-01,8.516692081253506297e-01,8.983909790308792775e-01,9.366200532777974042e-01,9.675023740211939893e-01,9.920546528563100042e-01,1.011204488101469012e+00,1.025670436484409587e+00,1.036114861235959861e+00,1.043104903085138924e+00,1.047125288149254096e+00,1.048591140221320606e+00,1.047857152821394022e+00,1.045227377428848747e+00,1.040961205202179718e+00
8.588521161044500030e-01,9.170623751295307047e-01,9.644525407676953765e-01,1.002635776918843868e+00,1.032868069625418439e+00,1.056343521243346961e+00,1.074067323123556017e+00,1.086859121303318521e+00,1.095447467066001046e+00,1.100451505551949927e+00,1.102396147831705031e+00,1.101727447113326708e+00,1.098824056186534115e+00,1.094008854513449869e+00,1.087578411347168261e+00
9.175390623887531572e-01,9.769739579945153629e-01,1.024715318911974649e+00,1.062555600254441623e+00,1.091939498550161147e+00,1.114197755572573278e+00,1.130409108126702922e+00,1.141484666777182522e+00,1.148212403793093861e+00,1.151256733885464012e+00,1.151177365093229987e+00,1.148447701728127379e+00,1.143470343141409939e+00,1.136622252163613123e+00,1.128152676359622797e+00
9.725783418726562379e-01,1.032914415568119137e+00,1.080773501001795367e+00,1.118098281504247726e+00,1.146514453359760877e+00,1.167478913446657884e+00,1.182142046150732151e+00,1.191497572641495362e+00,1.196387760506560483e+00,1.197517452457992349e+00,1.195477500695242723e+00,1.190780163331039976e+00,1.183859793412884498e+00,1.175040912705092921e+00,1.164626553694685152e+00
1.024302782897959840e+00,1.085268620303715181e+00,1.133040219374344959e+00,1.169697293861547749e+00,1.197039809444912617e+00,1.216640493501656595e+00,1.229719684283981262e+00,1.237347335294448625e+00,1.240413396079058206e+00,1.239660190433486076e+00,1.235723374615038894e+00,1.229135591275738015e+00,1.220303007566421183e+00,1.209596919927682590e+00,1.197378637525575273e+00
1.072689721049055800e+00,1.134049901394010851e+00,1.181555541446388968e+00,1.217419927410676728e+00,1.243615087595734359e+00,1.261796652219208559e+00,1.273277436467583401e+00,1.279186790458385792e+00,1.280459140888067004e+00,1.277880314319005395e+00,1.272121359004457108e+00,1.263686341613506237e+00,1.253018198081655488e+00,1.240568631256885768e+00,1.226571596645839923e+00
