1.662051178000187035e-01,1.813407053106711186e-01,1.947510016583892667e-01,2.066061757215877093e-01,2.170461223414941465e-01,2.262109947421408473e-01,2.342407024467602628e-01,2.412359099429046694e-01,2.473223351968712180e-01,2.525762202111870303e-01,2.570976031084675761e-01,2.609551181364987427e-01,2.642129135696318354e-01,2.669480758158793710e-01,2.691975534845665319e-01
1.896525072555717284e-01,2.056989727751680486e-01,2.196200511165434521e-01,2.316446220053153260e-01,2.419801621773312317e-01,2.508094566463510700e-01,2.583103667560205929e-01,2.646307034202447506e-01,2.698996467845892755e-01,2.742557790692439212e-01,2.777889102754636519e-01,2.805939298797296422e-01,2.827545617225653007e-01,2.843531554167047504e-01,2.854440975261775537e-01
2.053246488346333609e-01,2.216190845521984754e-01,2.355065504061333859e-01,2.472593274872610380e-01,2.571529524970080360e-01,2.653933644807526249e-01,2.722009233653940319e-01,2.777461340301134451e-01,2.821832500977716207e-01,2.856538195230419186e-01,2.882844478998873305e-01,2.901715629063725266e-01,2.914075574796611279e-01,2.920725952188238939e-01,2.922365612344557384e-01
2.167824811182805789e-01,2.330245777920221806e-01,2.466531566034993184e-01,2.579843514928663595e-01,2.673256157900831265e-01,2.749255651817398838e-01,2.810327159438852918e-01,2.858320901337628173e-01,2.894982728603524014e-01,2.921829928467480353e-01,2.940175418218827219e-01,2.951147593024416871e-01,2.955722561581990426e-01,2.954736092149641280e-01,2.948916098517727624e-01
2.256512031647001371e-01,2.417009795446446729e-01,2.549604677193828550e-01,2.658097559223738804e-01,2.745740591319743018e-01,2.815419168258823102e-01,2.869765784206834702e-01,2.910819680025084621e-01,2.940460621239652239e-01,2.960298134981911855e-01,2.971707858368321520e-01,2.975867899359657121e-01,2.973784866747428146e-01,2.966321648841973024e-01,2.954214389400696139e-01
2.328664728149837937e-01,2.486494201311066077e-01,2.614986412150949180e-01,2.718515242742991500e-01,2.800486134304886465e-01,2.864136738564921902e-01,2.912192499869163398e-01,2.946875780811562540e-01,2.970161952523435733e-01,2.983729745746543371e-01,2.989002387917205072e-01,2.987189293733262807e-01,2.979317130509261946e-01,2.966261343506141346e-01,2.948826041308119650e-01
2.389061819429127431e-01,2.543816691078745196e-01,2.668124273448642669e-01,2.766651709606385845e-01,2.843160658818348341e-01,2.901116068238022705e-01,2.943326721730579187e-01,2.972164942777889562e-01,2.989682430909706423e-01,2.997609170040012039e-01,2.997402511861681496e-01,2.990295092905061458e-01,2.977335189780961899e-01,2.959504327464935192e-01,2.937451489597307508e-01
2.442032882697415530e-01,2.593529856908741160e-01,2.713698541870229186e-01,2.807416793040566905e-01,2.878766547691622435e-01,2.931405907109830844e-01,2.968223354800222924e-01,2.991714010865419993e-01,3.003992712801208387e-01,3.006829239972276802e-01,3.001707154614959294e-01,2.989912678210703278e-01,2.972536421540186713e-01,2.950393221604696303e-01,2.924243958290172474e-01
2.488672472131586710e-01,2.636796643836846754e-01,2.752863753622905030e-01,2.841926727685201715e-01,2.908358809084640728e-01,2.955981136839095913e-01,2.987758676255359291e-01,3.006291013972017256e-01,3.013740394370019726e-01,3.011910386498045100e-01,3.002345397201127697e-01,2.986339548810770239e-01,2.964879675517265722e-01,2.938867888733502354e-01,2.909182034532437067e-01
2.529108655234000302e-01,2.673779159809523964e-01,2.785784451807102324e-01,2.870342854089755757e-01,2.932103869460053192e-01,2.974971020652621978e-01,3.002039566422821659e-01,3.015972205126923877e-01,3.018972059065162528e-01,3.012891892108977565e-01,2.999313852303687744e-01,2.979426390839396976e-01,2.954273829374283733e-01,2.924921159545726401e-01,2.891919984380381115e-01
