4.576116361710106939e-01,4.992843659692166036e-01,5.362068611032186904e-01,5.688476466094742889e-01,5.975918941844600152e-01,6.228254869286059536e-01,6.449336369622714615e-01,6.641935032650526649e-01,6.809512244216985311e-01,6.954167171181885321e-01,7.078654157669851399e-01,7.184862906648060710e-01,7.274559609023992790e-01,7.349866680627196169e-01,7.411801425484851880e-01
5.003038319449277793e-01,5.426344517969906578e-01,5.793582944700014226e-01,6.110791453050450350e-01,6.383443284977569077e-01,6.616360314134903664e-01,6.814234527623945770e-01,6.980965181389161556e-01,7.119960051197555817e-01,7.234874939801417826e-01,7.328079037485922820e-01,7.402075531231390171e-01,7.459073058236724840e-01,7.501244003534233151e-01,7.530023086167916269e-01
5.311875487924452299e-01,5.733422604497896424e-01,6.092699923989709498e-01,6.396751526398937182e-01,6.652705716381834833e-01,6.865890264244400853e-01,7.042006017404912610e-01,7.185464042403282292e-01,7.300254975740526620e-01,7.390040750433756189e-01,7.458096731399092016e-01,7.506917562228401231e-01,7.538893505274320006e-01,7.556098442359339140e-01,7.560340344460381168e-01
5.550739969625366754e-01,5.966620693622921578e-01,6.315581996897147166e-01,6.605718524773248612e-01,6.844902654569718914e-01,7.039500219085930155e-01,7.195874505703087065e-01,7.318763025142102085e-01,7.412636048882094153e-01,7.481378608054148893e-01,7.528352442240312525e-01,7.556446820039168788e-01,7.568161078821199483e-01,7.565635212672465748e-01,7.550733053093435787e-01
5.742933932479631354e-01,6.151408623012604160e-01,6.488869108478912962e-01,6.764988821072385194e-01,6.988044641697532811e-01,7.165380041756651552e-01,7.303694848177370025e-01,7.408179029093978629e-01,7.483616680081165429e-01,7.534104126728325967e-01,7.563142433051113223e-01,7.573729941663779330e-01,7.568428521372879691e-01,7.549434265302619185e-01,7.518620695465858539e-01
5.903859654981831184e-01,6.304004445126845102e-01,6.629770524883514815e-01,6.892246989902777177e-01,7.100067649409936843e-01,7.261440916228215636e-01,7.383276604691176859e-01,7.471209066836946855e-01,7.530246457675918714e-01,7.564644860352238709e-01,7.578012580921983377e-01,7.573415846375414207e-01,7.553457564578216488e-01,7.520357250385283354e-01,7.476153558898488427e-01
6.041390154850506677e-01,6.432729780470809455e-01,6.747075185095884331e-01,6.996228504589429020e-01,7.189702113672326034e-01,7.336258070090405647e-01,7.442999144919799637e-01,7.515924400893400081e-01,7.560222116204325937e-01,7.580267023938581650e-01,7.579744432738206861e-01,7.561771398067559380e-01,7.528998771379959987e-01,7.483908604531835929e-01,7.428142028507512817e-01
6.164165924655516937e-01,6.546573750831204963e-01,6.849902882186744701e-01,7.086465974549527314e-01,7.266566631452542335e-01,7.399438611973542246e-01,7.492373010234069097e-01,7.551667994626313218e-01,7.582661826285118645e-01,7.589821772515221721e-01,7.576892632925635862e-01,7.547121080681031824e-01,7.503260029494793759e-01,7.447366286428396265e-01,7.381360460290548042e-01
6.273607844518067633e-01,6.647008915160732556e-01,6.939598453799650235e-01,7.164114206270186802e-01,7.331580528842642774e-01,7.451629997915070192e-01,7.531736891366821451e-01,7.578454416705501240e-01,7.597233300558255964e-01,7.592620097386801881e-01,7.568508048670934407e-01,7.528159462368653188e-01,7.474062014454513347e-01,7.408489806201341565e-01,7.333655769230816857e-01
6.369229756071934645e-01,6.733563522698150505e-01,7.015634218693019841e-01,7.228583508487271825e-01,7.384120557497653170e-01,7.492075877791507521e-01,7.560244474192598929e-01,7.595332004667462167e-01,7.602886744922593421e-01,7.587574638730925081e-01,7.553380119259406333e-01,7.503296145576048293e-01,7.439952705351172701e-01,7.366031840897486749e-01,7.282922692378513974e-01
