1.933189331365425534e-01,2.092503221139693503e-01,2.253692343585940727e-01,2.426026194319572116e-01,2.609836086967842750e-01,2.773555143885363949e-01,2.872744689458482381e-01,2.901802883862748539e-01,2.873627685877354621e-01,2.801184283810102538e-01,2.693891188388066738e-01,2.560029446114640006e-01,2.406301509915113879e-01,2.239331599490548552e-01,2.064447075238721729e-01
2.565230044718509461e-01,2.738280651017561684e-01,2.896128683535260095e-01,3.046645265714636452e-01,3.194890625012525298e-01,3.340113267078655412e-01,3.468667220401038809e-01,3.556531896120573299e-01,3.588996790800972891e-01,3.566848840132699761e-01,3.499076206343116890e-01,3.394786362162581783e-01,3.262059522861484595e-01,3.108315294823859043e-01,2.938980864931988179e-01
3.148453933538700733e-01,3.335754021891929044e-01,3.496363320319919588e-01,3.638481095840938595e-01,3.767994267351486015e-01,3.887537781090995015e-01,3.994844604047824710e-01,4.080755685121134069e-01,4.132056847641185637e-01,4.138690691014720868e-01,4.100057757541420989e-01,4.020431819049167244e-01,3.907450687834161385e-01,3.767968891973989543e-01,3.608275405827754412e-01
3.629702280161040684e-01,3.819608168116027658e-01,3.974991433067808777e-01,4.178689593851067086e-01,4.295328779507293637e-01,4.314757464746510340e-01,4.481688670728344315e-01,4.464931470983686257e-01,4.505681138437266364e-01,4.512594463835651326e-01,4.562357889040245529e-01,4.411477420718381004e-01,4.308812297062781238e-01,4.178730922563401728e-01,4.096444383005554690e-01
4.132366129934485488e-01,4.330303857622976316e-01,4.485896107263685484e-01,4.669526363677253267e-01,4.709248795999051995e-01,4.789710989429611931e-01,4.918388226563601417e-01,4.898609490099057884e-01,4.921964836279463795e-01,4.917857793646780995e-01,4.882048009072569861e-01,4.812771768036973596e-01,4.712527339866192655e-01,4.637733980664650590e-01,4.484536260988598588e-01
4.634635038866939949e-01,4.799555029279415352e-01,4.952681942146844873e-01,5.068362023158257124e-01,5.207633201320344130e-01,5.219169669983438897e-01,5.316517922905469318e-01,5.340683399311599855e-01,5.291921165082102974e-01,5.271507946131150923e-01,5.223943259032090003e-01,5.147274894680965440e-01,5.042678639133189034e-01,4.912654917919056508e-01,4.799796369253875317e-01
5.028611798335468341e-01,5.232842148660469261e-01,5.381689855943718737e-01,5.531200900412196475e-01,5.561976855398279573e-01,5.609513974955299132e-01,5.680473291595528051e-01,5.640487667444449293e-01,5.668040858889954459e-01,5.587097009868541297e-01,5.524720656278153674e-01,5.436955011676110061e-01,5.323958582998329359e-01,5.222546959551286339e-01,5.032268250857176994e-01
5.430988300654930878e-01,5.634746531460949059e-01,5.777695310646810967e-01,5.873987613672643215e-01,5.974148322640585596e-01,6.006575672006131406e-01,5.974272004452481077e-01,5.960819580408256435e-01,5.926757996856564237e-01,5.871383436569944658e-01,5.828537913208341470e-01,5.692898456458314049e-01,5.569791394443507349e-01,5.425868901126865707e-01,5.292970061455403163e-01
5.838470657752818926e-01,6.012867725282891040e-01,6.148743551053206247e-01,6.234532065710554072e-01,6.281500144679958986e-01,6.297751260250390448e-01,6.288692813517636759e-01,6.292818995610424126e-01,6.239679227834649122e-01,6.132868862135384402e-01,6.071201571458108015e-01,5.925198313440184217e-01,5.790794317094407617e-01,5.637587504149383921e-01,5.468059578434629753e-01
6.196120652895403813e-01,6.370247654776757251e-01,6.498481203289168118e-01,6.604140714815371904e-01,6.607034652470186176e-01,6.608356896829763460e-01,6.580348111641901587e-01,6.565952934835895816e-01,6.466146294441091902e-01,6.377095988526531034e-01,6.265129710481289749e-01,6.140554469183391317e-01,5.994101300346603711e-01,5.854274833212086415e-01,5.650456872491453897e-01
